Q1_Age,Q2_Gender,Q3_Country,Q4_Education,Q5_MonthlyIncome,Q6_HouseholdSize,Q7_EmploymentStatus,Q8_SportsCount,Q9_SportsPractised,Q10_HoursPerWeek,Q11_Competitiveness,Q12_SportsIdentity,Q13_SpendLast12Months,Q14_FreqBuyOnline,Q15_FreqBuyStore,Q16_OnlineFactorRanking,Q17_BrandsBought,Q18_MaxDeliveryWindow,Q19_BiggestFrustration,Q20_SatisfactionMultiBrand,Q21_SustainabilityImportance,Q22_CartAbandonDueSplit,Q23_WaitSinglePackage,Q24_IssueRanking,Q25_AppealSingleCart,Q26_InterestAlgoBrand,Q27_LikelihoodBundleDeals,Q28_InterestPersonalDiscount,Q29_AppealEmpathyDelivery,Q30_LikelihoodSustainScore,Q31_PrimaryDownloadDriver,Q32_DeliveryMaxAllBrands,Q33_MinDiscountSwitch,Q34_PremiumMembershipFee,Q35_InstallLikelihoodPct,Q36_RecommendNPS,Q37_EnjoyNewApps,Q38_QualityOverDiscount,Q39_ShareFitnessSocial,Q40_SustainabilityInfluence,Q41_PrimaryMotivation,Q42_FrustrationText,Q43_ChangeDeliveryText,Q44_DeviceType,Q45_CompletionTimeSec,HighIntent
21,Male,Germany,Bachelor’s degree,3144.0,3,Full-time employee,1,Yoga/Pilates,5.4,5,4,3876.0,Occasionally,Occasionally,"Price,Speed of delivery,Brand,Sustainability,Customer reviews,Style,Easy returns","Under Armour,Decathlon",1 day,Lack of sustainability info,5,2,No,No,"High shipping fees,Split shipments,Poor tracking updates,Limited eco-friendly options,Slow delivery",5,4,3,4,5,5,Single-cart checkout,1–2 weeks,10,14.0,69.9,10,4,4,5,5,Stress relief / mental health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,162,0
33,Female,UK,Bachelor’s degree,10395.0,3,Full-time employee,2,"Running/Jogging,Football/Soccer",13.9,2,2,4529.0,Rarely,Frequently,"Sustainability,Price,Brand,Speed of delivery,Easy returns,Style,Customer reviews",Under Armour,1 day,Difficult returns,4,3,No,Yes,"Split shipments,High shipping fees,Limited eco-friendly options,Poor tracking updates,Slow delivery",3,4,2,2,5,4,Single-cart checkout,No preference,20,47.0,71.7,7,4,4,2,3,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,208,0
31,Female,India,Bachelor’s degree,3699.0,3,Self-employed / freelancer,0,,1.0,3,4,940.0,Always,Occasionally,"Customer reviews,Price,Easy returns,Brand,Sustainability,Style,Speed of delivery","Decathlon,Under Armour,Local/Other,Nike",4–7 days,Other,2,1,No,No,"Slow delivery,Poor tracking updates,Split shipments,High shipping fees,Limited eco-friendly options",3,5,2,1,4,3,Single-cart checkout,1–2 weeks,15,61.0,73.0,7,2,3,3,3,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,416,0
34,Female,Australia,High-school diploma / equivalent,9914.0,2,Self-employed / freelancer,1,Swimming,4.9,4,4,3579.0,Always,Never,"Sustainability,Customer reviews,Easy returns,Brand,Speed of delivery,Price,Style","Adidas,Decathlon,Under Armour,Local/Other",4–7 days,Limited sizing,3,1,No,Yes,"Split shipments,Slow delivery,High shipping fees,Poor tracking updates,Limited eco-friendly options",4,5,3,4,5,4,Product sustainability information,1–2 weeks,15,70.0,54.6,8,5,3,4,2,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,208,0
32,Female,US,Less than high-school,4549.0,3,Retired,3,"Gym/Fitness,Running/Jogging,Basketball",7.9,1,1,18059.0,Frequently,Frequently,"Price,Brand,Customer reviews,Speed of delivery,Sustainability,Easy returns,Style","Nike,Puma",2–3 days,Lack of sustainability info,3,4,Yes,Maybe,"High shipping fees,Split shipments,Slow delivery,Limited eco-friendly options,Poor tracking updates",4,2,2,4,4,1,Flexible delivery,4–7 days,15,25.0,100.0,10,5,5,3,2,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,382,1
50,Male,Australia,Bachelor’s degree,5903.0,2,Full-time employee,3,"Swimming,Basketball,Cycling",9.4,4,5,1708.0,Frequently,Occasionally,"Price,Sustainability,Easy returns,Customer reviews,Brand,Style,Speed of delivery",Under Armour,4–7 days,High prices,4,5,No,Yes,"High shipping fees,Slow delivery,Poor tracking updates,Split shipments,Limited eco-friendly options",4,4,3,5,5,4,Single-cart checkout,4–7 days,0,34.0,100.0,9,4,3,4,4,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,415,1
25,Male,France,Bachelor’s degree,7164.0,5,Full-time employee,1,Yoga/Pilates,5.3,3,2,4521.0,Always,Always,"Brand,Price,Sustainability,Speed of delivery,Easy returns,Customer reviews,Style","Local/Other,Lululemon",4–7 days,Lack of sustainability info,2,4,Yes,Yes,"Slow delivery,Split shipments,High shipping fees,Limited eco-friendly options,Poor tracking updates",3,4,4,4,4,2,Personalised offers & discounts,More than 2 weeks,25,61.0,61.8,9,4,2,3,4,Overall health,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,367,0
26,Female,India,High-school diploma / equivalent,7847.0,2,Full-time employee,1,Yoga/Pilates,4.7,1,1,4939.0,Frequently,Always,"Brand,Speed of delivery,Sustainability,Price,Customer reviews,Easy returns,Style","Under Armour,Puma,Decathlon,Lululemon",1 day,Limited sizing,3,3,Yes,Maybe,"High shipping fees,Split shipments,Poor tracking updates,Limited eco-friendly options,Slow delivery",2,3,3,4,5,5,Single-cart checkout,4–7 days,10,62.0,85.8,7,3,2,4,3,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,202,0
25,Male,India,Bachelor’s degree,4467.0,5,Self-employed / freelancer,2,"Yoga/Pilates,Gym/Fitness",7.7,5,4,12101.0,Never,Always,"Sustainability,Speed of delivery,Easy returns,Brand,Price,Customer reviews,Style","Lululemon,Puma,Under Armour,Adidas",4–7 days,Other,4,1,Yes,Yes,"Limited eco-friendly options,Slow delivery,Poor tracking updates,High shipping fees,Split shipments",5,3,3,4,4,2,Single-cart checkout,2–3 days,20,21.0,90.7,10,5,2,3,4,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,269,1
26,Male,India,High-school diploma / equivalent,4040.0,3,Student,4,"Basketball,Running/Jogging,Cycling,Yoga/Pilates",13.3,1,1,9015.0,Rarely,Frequently,"Customer reviews,Price,Speed of delivery,Brand,Sustainability,Easy returns,Style","Nike,Decathlon,Under Armour,Lululemon",1–2 weeks,Other,4,1,No,No,"Slow delivery,High shipping fees,Split shipments,Limited eco-friendly options,Poor tracking updates",4,3,2,4,4,1,Personalised offers & discounts,4–7 days,25,17.0,100.0,10,3,1,4,3,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,421,1
25,Female,Canada,Master’s degree,4566.0,2,Full-time employee,1,Gym/Fitness,8.8,3,2,2732.0,Rarely,Rarely,"Price,Brand,Speed of delivery,Sustainability,Customer reviews,Style,Easy returns","Local/Other,Decathlon",2–3 days,Difficult returns,4,2,No,Yes,"High shipping fees,Poor tracking updates,Slow delivery,Split shipments,Limited eco-friendly options",4,3,5,3,4,5,Flexible delivery,No preference,10,73.0,35.0,5,3,3,4,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,142,0
40,Female,France,Master’s degree,6189.0,5,Full-time employee,2,"Cycling,Basketball",7.4,1,1,4861.0,Never,Occasionally,"Customer reviews,Price,Speed of delivery,Sustainability,Brand,Easy returns,Style","Lululemon,Decathlon,Local/Other",4–7 days,Difficult returns,5,5,No,No,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",4,5,2,2,5,5,Single-cart checkout,1–2 weeks,15,21.0,100.0,9,4,3,5,5,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,203,1
41,Male,Brazil,Bachelor’s degree,7792.0,5,Full-time employee,3,"Basketball,Swimming,Yoga/Pilates",10.0,1,2,3747.0,Occasionally,Rarely,"Price,Easy returns,Brand,Customer reviews,Speed of delivery,Sustainability,Style","Nike,Puma",2–3 days,High prices,3,3,Yes,Maybe,"Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options,Poor tracking updates",4,2,3,4,5,2,Single-cart checkout,2–3 days,15,76.0,94.6,8,3,3,4,5,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,459,1
25,Male,Australia,High-school diploma / equivalent,4677.0,5,Full-time employee,2,"Basketball,Running/Jogging",8.9,4,4,8490.0,Occasionally,Rarely,"Sustainability,Price,Speed of delivery,Customer reviews,Brand,Style,Easy returns",Decathlon,1–2 weeks,Limited sizing,5,5,Yes,Maybe,"Split shipments,High shipping fees,Poor tracking updates,Slow delivery,Limited eco-friendly options",4,3,3,5,3,3,Something else,2–3 days,5,26.0,90.8,9,5,2,2,1,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,254,1
23,Female,Brazil,Bachelor’s degree,5855.0,3,Student,1,Cycling,3.5,4,5,917.0,Occasionally,Frequently,"Brand,Speed of delivery,Price,Easy returns,Customer reviews,Sustainability,Style","Puma,Local/Other,Adidas,Decathlon",1–2 weeks,Other,4,4,No,Yes,"Poor tracking updates,Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options",4,3,5,3,4,4,Product sustainability information,1–2 weeks,15,33.0,73.2,8,4,2,3,2,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,447,1
34,Female,UK,High-school diploma / equivalent,98430.0,3,Full-time employee,2,"Cycling,Basketball",37.7,2,2,20560.0,Rarely,Never,"Easy returns,Brand,Style,Customer reviews,Price,Sustainability,Speed of delivery","Nike,Puma",2–3 days,Other,5,4,Yes,Yes,"Poor tracking updates,High shipping fees,Split shipments,Slow delivery,Limited eco-friendly options",3,4,4,4,2,4,Single-cart checkout,4–7 days,15,71.0,100.0,8,3,4,4,4,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,477,1
26,Male,UAE,Bachelor’s degree,5496.0,3,Student,1,Swimming,5.0,3,3,3706.0,Frequently,Always,"Brand,Customer reviews,Price,Sustainability,Easy returns,Speed of delivery,Style","Nike,Puma",2–3 days,High prices,3,5,Yes,Yes,"Slow delivery,Poor tracking updates,Split shipments,High shipping fees,Limited eco-friendly options",4,3,3,3,2,5,Single-cart checkout,2–3 days,0,24.0,37.8,4,5,4,4,5,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,418,0
35,Male,UAE,Master’s degree,5846.0,3,Part-time employee,2,"Running/Jogging,Cycling",9.9,4,4,8207.0,Occasionally,Always,"Easy returns,Style,Brand,Customer reviews,Speed of delivery,Price,Sustainability","Decathlon,Local/Other,Puma",2–3 days,Long delivery times,3,2,No,Maybe,"Slow delivery,Limited eco-friendly options,Poor tracking updates,Split shipments,High shipping fees",3,1,4,3,5,3,Flexible delivery,No preference,15,62.0,100.0,8,4,4,4,3,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,400,1
32,Male,Brazil,Bachelor’s degree,2730.0,3,Student,2,"Football/Soccer,Yoga/Pilates",11.5,4,4,3581.0,Frequently,Occasionally,"Customer reviews,Brand,Style,Price,Sustainability,Easy returns,Speed of delivery","Puma,Lululemon,Adidas",2–3 days,Other,4,3,Yes,Maybe,"Slow delivery,High shipping fees,Split shipments,Poor tracking updates,Limited eco-friendly options",4,3,4,3,4,1,Single-cart checkout,4–7 days,5,14.0,100.0,10,4,4,4,5,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,150,1
18,Male,US,Master’s degree,1510.0,6,Full-time employee,3,"Swimming,Running/Jogging,Yoga/Pilates",8.4,3,3,2614.0,Never,Occasionally,"Sustainability,Price,Brand,Easy returns,Customer reviews,Style,Speed of delivery",Adidas,1 day,Lack of sustainability info,5,5,Yes,Maybe,"High shipping fees,Split shipments,Slow delivery,Limited eco-friendly options,Poor tracking updates",4,3,2,3,3,1,Single-cart checkout,1–2 weeks,25,30.0,100.0,9,3,4,5,2,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Laptop or desktop computer,348,1
42,Male,UK,Bachelor’s degree,6430.0,2,Student,2,"Basketball,Running/Jogging",10.6,4,5,3120.0,Frequently,Occasionally,"Brand,Easy returns,Speed of delivery,Style,Price,Sustainability,Customer reviews","Nike,Under Armour,Local/Other",4–7 days,Long delivery times,4,4,Yes,No,"High shipping fees,Limited eco-friendly options,Poor tracking updates,Split shipments,Slow delivery",1,3,3,4,4,4,Single-cart checkout,More than 2 weeks,20,21.0,61.3,6,5,4,2,2,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Laptop or desktop computer,375,0
44,Female,France,High-school diploma / equivalent,5394.0,2,Full-time employee,1,Cycling,3.1,3,3,2098.0,Always,Always,"Sustainability,Brand,Price,Speed of delivery,Style,Easy returns,Customer reviews","Local/Other,Decathlon",1 day,Long delivery times,4,2,No,Yes,"Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options,Poor tracking updates",4,5,5,3,4,5,Personalised offers & discounts,4–7 days,5,39.0,41.6,5,3,5,5,5,Stress relief / mental health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,446,0
25,Female,Germany,Master’s degree,3800.0,6,Full-time employee,1,Cycling,6.4,4,3,2166.0,Frequently,Frequently,"Brand,Sustainability,Speed of delivery,Price,Easy returns,Customer reviews,Style","Under Armour,Lululemon,Puma",2–3 days,High prices,3,2,No,Yes,"High shipping fees,Slow delivery,Split shipments,Poor tracking updates,Limited eco-friendly options",3,1,4,4,3,5,Single-cart checkout,4–7 days,25,54.0,63.8,8,1,4,4,3,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,292,0
27,Female,UAE,Bachelor’s degree,5255.0,4,Full-time employee,3,"Swimming,Running/Jogging,Cycling",10.5,5,5,3333.0,Frequently,Rarely,"Brand,Price,Customer reviews,Speed of delivery,Sustainability,Easy returns,Style","Under Armour,Decathlon,Lululemon,Puma",4–7 days,High prices,4,4,No,Yes,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",5,1,4,2,3,5,Product sustainability information,4–7 days,15,124.0,100.0,10,4,2,5,4,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,305,1
32,Male,Germany,Bachelor’s degree,4893.0,3,Full-time employee,1,Swimming,3.0,2,3,2000.0,Always,Occasionally,"Speed of delivery,Customer reviews,Brand,Sustainability,Easy returns,Price,Style",Adidas,4–7 days,Lack of sustainability info,4,1,No,No,"Split shipments,Slow delivery,Limited eco-friendly options,High shipping fees,Poor tracking updates",3,3,2,4,4,3,Single-cart checkout,No preference,10,47.0,74.9,9,5,4,5,3,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,183,1
33,Female,UK,Bachelor’s degree,7948.0,5,Full-time employee,1,Running/Jogging,4.3,2,2,816.0,Occasionally,Occasionally,"Price,Customer reviews,Style,Brand,Sustainability,Easy returns,Speed of delivery","Nike,Lululemon,Under Armour",1 day,High prices,4,5,Yes,Yes,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",5,5,5,1,3,4,Personalised offers & discounts,2–3 days,10,17.0,86.6,9,3,4,3,2,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Laptop or desktop computer,395,1
35,Male,Australia,High-school diploma / equivalent,5341.0,3,Full-time employee,1,Gym/Fitness,4.1,2,1,3346.0,Always,Always,"Speed of delivery,Easy returns,Sustainability,Customer reviews,Brand,Style,Price","Puma,Local/Other,Decathlon,Lululemon",4–7 days,High prices,4,1,No,Maybe,"Slow delivery,Limited eco-friendly options,High shipping fees,Split shipments,Poor tracking updates",4,3,2,3,2,5,Single-cart checkout,1–2 weeks,20,14.0,45.7,7,3,4,4,4,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,454,0
46,Non-binary / gender-diverse,UAE,Other,42290.0,4,Retired,3,"Yoga/Pilates,Football/Soccer,Running/Jogging",37.4,2,1,57992.0,Frequently,Rarely,"Price,Customer reviews,Sustainability,Speed of delivery,Brand,Style,Easy returns","Under Armour,Lululemon,Nike,Decathlon",1–2 weeks,High prices,1,4,Yes,Yes,"Slow delivery,Poor tracking updates,Split shipments,High shipping fees,Limited eco-friendly options",1,5,2,4,3,5,Single-cart checkout,4–7 days,5,10.0,100.0,7,4,4,3,5,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,199,0
29,Female,US,High-school diploma / equivalent,7230.0,4,Full-time employee,2,"Basketball,Swimming",2.7,2,2,10322.0,Frequently,Rarely,"Price,Sustainability,Customer reviews,Speed of delivery,Brand,Easy returns,Style","Under Armour,Adidas,Local/Other,Puma",1 day,Other,4,4,Yes,Yes,"Poor tracking updates,Split shipments,Slow delivery,High shipping fees,Limited eco-friendly options",2,5,4,4,5,4,Product sustainability information,1–2 weeks,5,40.0,100.0,10,5,4,3,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Tablet,474,1
24,Male,US,Other,4236.0,5,Student,1,Yoga/Pilates,5.6,4,4,4953.0,Occasionally,Always,"Easy returns,Customer reviews,Speed of delivery,Price,Brand,Sustainability,Style","Decathlon,Under Armour,Local/Other,Lululemon",2–3 days,High prices,3,4,Yes,Maybe,"Split shipments,Poor tracking updates,Slow delivery,High shipping fees,Limited eco-friendly options",2,4,4,5,1,4,Something else,1–2 weeks,20,31.0,100.0,10,4,1,3,3,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,309,1
19,Female,India,Other,5400.0,5,Other,1,Yoga/Pilates,5.8,3,2,4779.0,Frequently,Always,"Speed of delivery,Price,Brand,Sustainability,Customer reviews,Style,Easy returns","Nike,Decathlon,Under Armour",4–7 days,High prices,5,3,No,Yes,"Slow delivery,High shipping fees,Split shipments,Poor tracking updates,Limited eco-friendly options",2,4,5,1,5,4,Flexible delivery,2–3 days,30+,18.0,49.9,5,5,4,5,4,Appearance / aesthetics,Sizing charts are confusing.,Make packaging eco-friendly.,Tablet,429,0
24,Male,Canada,Master’s degree,3817.0,3,Full-time employee,3,"Swimming,Yoga/Pilates,Running/Jogging",9.8,3,4,5561.0,Frequently,Frequently,"Brand,Price,Sustainability,Customer reviews,Style,Speed of delivery,Easy returns",Nike,4–7 days,Long delivery times,4,5,No,Yes,"Split shipments,Slow delivery,Poor tracking updates,High shipping fees,Limited eco-friendly options",3,4,2,4,4,4,Single-cart checkout,2–3 days,15,114.0,98.0,10,3,5,2,2,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,410,1
30,Female,UK,Bachelor’s degree,3790.0,3,Self-employed / freelancer,2,"Gym/Fitness,Cycling",9.5,3,4,1053.0,Frequently,Occasionally,"Sustainability,Easy returns,Speed of delivery,Price,Customer reviews,Brand,Style","Puma,Under Armour,Lululemon,Adidas",2–3 days,Long delivery times,4,4,Yes,Maybe,"High shipping fees,Poor tracking updates,Slow delivery,Split shipments,Limited eco-friendly options",3,4,4,3,1,3,Personalised offers & discounts,2–3 days,15,22.0,83.2,9,3,4,3,4,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,223,1
44,Male,UAE,Bachelor’s degree,5795.0,2,Full-time employee,2,"Gym/Fitness,Swimming",4.1,2,2,4399.0,Frequently,Frequently,"Brand,Easy returns,Sustainability,Price,Customer reviews,Style,Speed of delivery","Puma,Under Armour,Local/Other,Lululemon",2–3 days,Lack of sustainability info,5,4,Yes,Yes,"Poor tracking updates,Split shipments,Slow delivery,High shipping fees,Limited eco-friendly options",2,4,3,4,4,4,Product sustainability information,4–7 days,30+,31.0,77.5,9,4,2,4,4,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,409,1
26,Male,Canada,Master’s degree,4742.0,7,Full-time employee,3,"Yoga/Pilates,Cycling,Basketball",9.2,3,4,4890.0,Rarely,Occasionally,"Speed of delivery,Price,Customer reviews,Sustainability,Easy returns,Brand,Style","Decathlon,Lululemon",1–2 weeks,Difficult returns,2,2,No,Yes,"Poor tracking updates,High shipping fees,Split shipments,Slow delivery,Limited eco-friendly options",4,4,4,3,4,4,Personalised offers & discounts,No preference,10,35.0,100.0,8,3,5,5,3,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,478,1
32,Female,UK,Bachelor’s degree,6074.0,5,Full-time employee,3,"Cycling,Basketball,Gym/Fitness",15.1,3,4,9295.0,Occasionally,Never,"Price,Speed of delivery,Brand,Sustainability,Customer reviews,Style,Easy returns","Puma,Lululemon,Local/Other",More than 2 weeks,Lack of sustainability info,3,1,Yes,Maybe,"High shipping fees,Split shipments,Limited eco-friendly options,Poor tracking updates,Slow delivery",3,2,3,4,5,3,Product sustainability information,2–3 days,10,43.0,100.0,10,3,5,4,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,244,1
30,Male,Brazil,Bachelor’s degree,4414.0,4,"Unemployed, looking for work",1,Gym/Fitness,7.8,1,1,4035.0,Occasionally,Occasionally,"Easy returns,Speed of delivery,Price,Brand,Sustainability,Customer reviews,Style","Under Armour,Adidas",1–2 weeks,Other,4,1,No,Maybe,"High shipping fees,Split shipments,Limited eco-friendly options,Poor tracking updates,Slow delivery",4,4,4,4,5,4,Something else,4–7 days,30+,7.0,52.7,5,3,5,1,2,Socialising / community,Sizing charts are confusing.,Make packaging eco-friendly.,Laptop or desktop computer,248,0
40,Female,France,Bachelor’s degree,2594.0,3,Full-time employee,4,"Running/Jogging,Gym/Fitness,Swimming,Yoga/Pilates",13.8,5,5,4953.0,Occasionally,Never,"Price,Sustainability,Brand,Easy returns,Speed of delivery,Customer reviews,Style",Adidas,More than 2 weeks,Other,3,2,Yes,Yes,"Poor tracking updates,High shipping fees,Slow delivery,Limited eco-friendly options,Split shipments",3,4,3,5,3,4,Single-cart checkout,More than 2 weeks,20,21.0,100.0,10,1,3,4,4,Stress relief / mental health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,128,1
50,Male,France,Bachelor’s degree,4960.0,3,Part-time employee,0,,2.0,3,2,7120.0,Rarely,Occasionally,"Sustainability,Brand,Price,Speed of delivery,Easy returns,Customer reviews,Style",Puma,4–7 days,Other,3,4,Yes,Maybe,"Limited eco-friendly options,Poor tracking updates,Split shipments,High shipping fees,Slow delivery",5,3,4,5,5,4,Product sustainability information,No preference,5,10.0,65.9,6,4,4,3,5,Socialising / community,Shipping costs are high.,Offer faster standard shipping.,Smartphone,224,0
26,Female,India,Bachelor’s degree,6481.0,3,Full-time employee,1,Football/Soccer,5.6,5,5,4912.0,Rarely,Always,"Price,Brand,Sustainability,Easy returns,Style,Speed of delivery,Customer reviews","Decathlon,Puma,Local/Other,Nike",1–2 weeks,Limited sizing,5,3,Yes,Maybe,"Poor tracking updates,High shipping fees,Split shipments,Slow delivery,Limited eco-friendly options",4,5,4,5,3,4,Single-cart checkout,1–2 weeks,20,35.0,81.3,8,4,4,5,3,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Laptop or desktop computer,213,1
26,Female,India,Bachelor’s degree,4189.0,6,Student,3,"Cycling,Running/Jogging,Football/Soccer",5.4,1,1,5734.0,Occasionally,Occasionally,"Brand,Easy returns,Price,Style,Speed of delivery,Customer reviews,Sustainability","Nike,Puma,Lululemon",4–7 days,Lack of sustainability info,4,4,Yes,Yes,"Split shipments,Slow delivery,High shipping fees,Poor tracking updates,Limited eco-friendly options",4,2,3,4,3,4,Flexible delivery,1–2 weeks,25,35.0,100.0,9,4,4,5,3,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,140,1
38,Female,France,Bachelor’s degree,4810.0,2,Full-time employee,1,Cycling,7.2,4,3,3730.0,Occasionally,Always,"Sustainability,Speed of delivery,Price,Brand,Customer reviews,Easy returns,Style","Adidas,Nike,Lululemon,Local/Other",1–2 weeks,Lack of sustainability info,2,2,No,Maybe,"Split shipments,Slow delivery,Poor tracking updates,High shipping fees,Limited eco-friendly options",1,5,4,5,3,4,Product sustainability information,4–7 days,10,53.0,82.5,9,3,4,2,4,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,329,1
35,Male,Australia,Master’s degree,7657.0,4,Self-employed / freelancer,1,Gym/Fitness,8.8,3,2,2831.0,Rarely,Rarely,"Easy returns,Price,Sustainability,Speed of delivery,Brand,Customer reviews,Style","Nike,Decathlon,Lululemon",2–3 days,High prices,3,3,No,Maybe,"Split shipments,High shipping fees,Slow delivery,Poor tracking updates,Limited eco-friendly options",4,4,3,3,4,3,Personalised offers & discounts,4–7 days,15,44.0,32.3,4,4,3,4,5,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,141,0
45,Male,UAE,High-school diploma / equivalent,4251.0,2,Self-employed / freelancer,1,Gym/Fitness,3.1,4,4,2744.0,Always,Occasionally,"Price,Customer reviews,Speed of delivery,Brand,Easy returns,Style,Sustainability","Decathlon,Under Armour,Lululemon",1–2 weeks,High prices,2,5,Yes,Yes,"Split shipments,Slow delivery,High shipping fees,Poor tracking updates,Limited eco-friendly options",3,4,5,1,3,3,Flexible delivery,2–3 days,10,10.0,46.3,1,5,5,5,3,Socialising / community,Shipping costs are high.,Offer faster standard shipping.,Smartphone,465,0
35,Male,France,Doctorate / professional,2784.0,2,Part-time employee,2,"Basketball,Running/Jogging",5.7,3,2,792.0,Frequently,Frequently,"Sustainability,Speed of delivery,Customer reviews,Price,Brand,Easy returns,Style","Nike,Under Armour,Local/Other,Lululemon",2–3 days,High prices,4,5,No,Maybe,"High shipping fees,Slow delivery,Split shipments,Limited eco-friendly options,Poor tracking updates",5,5,4,4,4,3,Product sustainability information,4–7 days,20,36.0,68.7,6,4,5,3,3,Socialising / community,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,323,0
27,Male,Australia,Bachelor’s degree,4471.0,8,Retired,2,"Swimming,Football/Soccer",7.9,5,5,1906.0,Frequently,Frequently,"Sustainability,Customer reviews,Brand,Price,Easy returns,Speed of delivery,Style","Lululemon,Nike,Decathlon",1 day,Difficult returns,2,5,No,Maybe,"Split shipments,Poor tracking updates,Limited eco-friendly options,High shipping fees,Slow delivery",5,5,5,5,5,1,Personalised offers & discounts,4–7 days,20,14.0,75.0,7,4,4,4,4,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,156,0
35,Female,Canada,Master’s degree,4252.0,7,Student,2,"Gym/Fitness,Football/Soccer",8.3,3,3,2476.0,Rarely,Occasionally,"Customer reviews,Speed of delivery,Brand,Price,Easy returns,Sustainability,Style","Local/Other,Puma,Lululemon,Under Armour",4–7 days,Other,5,5,Yes,No,"High shipping fees,Split shipments,Limited eco-friendly options,Slow delivery,Poor tracking updates",4,3,3,4,5,4,Flexible delivery,4–7 days,5,25.0,87.2,10,3,2,3,3,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Tablet,374,1
39,Female,Australia,Bachelor’s degree,3640.0,2,Full-time employee,3,"Running/Jogging,Football/Soccer,Gym/Fitness",8.9,4,4,6196.0,Frequently,Always,"Speed of delivery,Sustainability,Brand,Price,Style,Customer reviews,Easy returns","Local/Other,Puma",2–3 days,High prices,4,4,Yes,Maybe,"Split shipments,High shipping fees,Poor tracking updates,Slow delivery,Limited eco-friendly options",5,4,2,3,5,5,Single-cart checkout,2–3 days,20,15.0,100.0,10,2,4,2,4,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,354,1
